date	route_id	route_name	vehicle_type	time_of_day	boarding_count	alighting_count	fare_collected	delay_minutes	weather_condition	day_type
21-12-2023	R104	Airport Shuttle	Metro	Evening Peak	106	90	341.7	0.7	Clear	Weekday
21-12-2023	R105	Waterfront Line	Metro	Morning Peak	199	170	596.1	0.1	Cloudy	Weekday
21-12-2023	R106	Night Owl	Bus	Evening Peak	132	112	252.3	0.5	Cloudy	Weekday
21-12-2023	R107	East-West Connector	Light Rail	Off-Peak	97	83	232.6	0.4	Foggy	Weekday
22-12-2023	R101	Central-Downtown	Bus	Morning Peak	169	159	370.2	0.1	Clear	Weekday
22-12-2023	R102	Suburb Express	Light Rail	Morning Peak	183	162	476	0.2	Clear	Weekday
22-12-2023	R103	University Loop	Light Rail	Morning Peak	108	79	279.5	0.7	Clear	Weekday
22-12-2023	R104	Airport Shuttle	Bus	Evening Peak	206	184	380.7	1.7	Clear	Weekday
22-12-2023	R105	Waterfront Line	Bus	Morning Peak	143	120	260.9	0.1	Clear	Weekday
22-12-2023	R106	Night Owl	Bus	Off-Peak	88	76	193.1	0.5	Clear	Weekday
22-12-2023	R107	East-West Connector	Metro	Evening Peak	156	137	489.6	0.1	Clear	Weekday
23-12-2023	R101	Central-Downtown	Bus	Midday	195	166	374.2	0.6	Clear	Weekend
23-12-2023	R102	Suburb Express	Bus	Evening	66	50	134.5	0.4	Cloudy	Weekend
23-12-2023	R103	University Loop	Bus	Evening	200	177	371.9	1.1	Clear	Weekend
23-12-2023	R104	Airport Shuttle	Metro	Evening	123	109	338	0.7	Foggy	Weekend
23-12-2023	R105	Waterfront Line	Metro	Evening	139	119	441.3	0.2	Foggy	Weekend
23-12-2023	R106	Night Owl	Bus	Midday	85	63	166.4	3.2	Rainy	Weekend
23-12-2023	R107	East-West Connector	Bus	Midday	159	149	295.7	0.5	Cloudy	Weekend
24-12-2023	R101	Central-Downtown	Bus	Evening	148	128	274.2	0.5	Clear	Weekend
24-12-2023	R102	Suburb Express	Bus	Midday	70	50	138.9	1.2	Cloudy	Weekend
24-12-2023	R103	University Loop	Light Rail	Midday	83	56	197.7	0	Clear	Weekend
24-12-2023	R104	Airport Shuttle	Bus	Evening	166	141	356.3	0.3	Clear	Weekend
24-12-2023	R105	Waterfront Line	Bus	Midday	218	204	445.1	0.4	Cloudy	Weekend
24-12-2023	R106	Night Owl	Bus	Evening	94	70	174.6	0.6	Rainy	Weekend
24-12-2023	R107	East-West Connector	Metro	Midday	146	118	471.6	0.1	Clear	Weekend
25-12-2023	R101	Central-Downtown	Bus	Morning Peak	236	219	479	1.1	Clear	Weekday
25-12-2023	R102	Suburb Express	Metro	Off-Peak	50	40	159.7	0.4	Foggy	Weekday
25-12-2023	R103	University Loop	Bus	Morning Peak	218	191	407.2	0.1	Clear	Weekday
25-12-2023	R104	Airport Shuttle	Metro	Morning Peak	146	131	454.1	0.1	Foggy	Weekday
25-12-2023	R105	Waterfront Line	Bus	Evening Peak	121	93	233.8	0.3	Cloudy	Weekday
25-12-2023	R106	Night Owl	Metro	Evening Peak	239	228	651.2	1.6	Stormy	Weekday
25-12-2023	R107	East-West Connector	Light Rail	Morning Peak	160	146	367.8	0.8	Clear	Weekday
26-12-2023	R101	Central-Downtown	Metro	Evening Peak	163	139	482.8	2.1	Rainy	Weekday
26-12-2023	R102	Suburb Express	Light Rail	Morning Peak	155	132	413.1	0.3	Clear	Weekday
26-12-2023	R103	University Loop	Bus	Off-Peak	70	64	148.7	0.7	Clear	Weekday
26-12-2023	R104	Airport Shuttle	Bus	Evening Peak	210	196	436.1	0.3	Clear	Weekday
26-12-2023	R105	Waterfront Line	Metro	Evening Peak	187	162	575.9	2.6	Cloudy	Weekday
26-12-2023	R106	Night Owl	Bus	Evening Peak	149	131	280.6	0.6	Clear	Weekday
26-12-2023	R107	East-West Connector	Bus	Evening Peak	130	110	252.2	0.5	Clear	Weekday
27-12-2023	R101	Central-Downtown	Bus	Morning Peak	163	135	347.4	0.3	Clear	Weekday
27-12-2023	R102	Suburb Express	Bus	Evening Peak	120	103	245.3	0.1	Clear	Weekday
27-12-2023	R103	University Loop	Bus	Evening Peak	119	101	222.9	0.3	Clear	Weekday
27-12-2023	R104	Airport Shuttle	Light Rail	Morning Peak	114	94	289.8	0.1	Foggy	Weekday
27-12-2023	R105	Waterfront Line	Bus	Morning Peak	142	113	278.7	1.1	Clear	Weekday
27-12-2023	R106	Night Owl	Bus	Morning Peak	123	95	261.2	0.7	Rainy	Weekday
27-12-2023	R107	East-West Connector	Bus	Morning Peak	141	120	298.4	0.3	Clear	Weekday
28-12-2023	R101	Central-Downtown	Metro	Evening Peak	229	211	629.5	0.1	Clear	Weekday
28-12-2023	R102	Suburb Express	Metro	Morning Peak	201	172	586.2	1	Rainy	Weekday
28-12-2023	R103	University Loop	Light Rail	Morning Peak	113	87	255.4	1.1	Clear	Weekday
28-12-2023	R104	Airport Shuttle	Bus	Evening Peak	140	129	297.7	0.7	Clear	Weekday
28-12-2023	R105	Waterfront Line	Bus	Morning Peak	239	216	435.7	0	Clear	Weekday
28-12-2023	R106	Night Owl	Light Rail	Morning Peak	142	121	344.8	0	Foggy	Weekday
28-12-2023	R107	East-West Connector	Metro	Evening Peak	200	184	657.2	5.5	Rainy	Weekday
29-12-2023	R101	Central-Downtown	Bus	Evening Peak	169	140	330.8	0.6	Clear	Weekday
29-12-2023	R102	Suburb Express	Metro	Evening Peak	200	188	591.3	2.7	Rainy	Weekday
29-12-2023	R103	University Loop	Bus	Evening Peak	197	179	383.8	1.1	Cloudy	Weekday
29-12-2023	R104	Airport Shuttle	Light Rail	Morning Peak	101	73	267	0.2	Foggy	Weekday
29-12-2023	R105	Waterfront Line	Light Rail	Morning Peak	158	136	423.3	0.7	Cloudy	Weekday
29-12-2023	R106	Night Owl	Bus	Evening Peak	98	72	202.6	0.1	Clear	Weekday
29-12-2023	R107	East-West Connector	Bus	Morning Peak	147	119	320.6	0.5	Clear	Weekday
30-12-2023	R101	Central-Downtown	Metro	Evening	145	129	403	2.7	Rainy	Weekend
30-12-2023	R102	Suburb Express	Metro	Midday	108	91	347.3	0.5	Stormy	Weekend
30-12-2023	R103	University Loop	Bus	Midday	174	147	341.2	0.2	Clear	Weekend
30-12-2023	R104	Airport Shuttle	Bus	Evening	185	173	385.5	0.9	Clear	Weekend
30-12-2023	R105	Waterfront Line	Metro	Evening	150	124	432.4	0.5	Clear	Weekend
30-12-2023	R106	Night Owl	Bus	Midday	224	200	480.5	0.6	Clear	Weekend
30-12-2023	R107	East-West Connector	Metro	Evening	211	182	638.6	0.9	Stormy	Weekend
31-12-2023	R101	Central-Downtown	Bus	Midday	144	129	262.8	0.3	Clear	Weekend
31-12-2023	R102	Suburb Express	Bus	Evening	201	189	433.8	0.6	Cloudy	Weekend
31-12-2023	R103	University Loop	Bus	Midday	65	49	125.3	2.7	Clear	Weekend
31-12-2023	R104	Airport Shuttle	Bus	Evening	130	116	244.6	0.1	Clear	Weekend
31-12-2023	R105	Waterfront Line	Bus	Evening	207	196	386.5	0	Clear	Weekend
31-12-2023	R106	Night Owl	Metro	Evening	83	70	249.6	0.2	Clear	Weekend
31-12-2023	R107	East-West Connector	Metro	Evening	203	188	561.3	0.7	Clear	Weekend
